"JER.34.1", "Asɛm a ofi EWURADZE nkyɛn baa Jeremia hɔ, aber a Babilɔnhen Nebukadenezar, na no dɔm nyina, na asaase do ahendzi a wɔwɔ no tumdzi ase nyina, na aman nyina, bɛnye Jerusalɛm, na no nkurow nyinara koe dɛ:", "#2 Ahe 25.1-11; 2 Mbe 36.17-21"
"JER.34.2", "Mbrɛ EWURADZE, Israel Nyankopɔn, se nye yi, Kɔ kɛkasa kyerɛ Judahen Zedekia, na se no dɛ, Mbrɛ EWURADZE se nye yi, Hwɛ, medze kurow yi bɛhyɛ Babilɔnhen nsa, na ɔdze ogya ahyew no:", ""
"JER.34.3", "na ɔwoara so irimmfi ne nsa, na ɔkyer ara na wɔbɛkyer wo, na woeyi wo ahyɛ ne nsa; na w'enyiwa bohu Babilɔnhen enyi, na ɔnye wo akasa ano na ano, na akɔ Babilɔn.", ""
"JER.34.4", "Naaso Judahen Zedekia, tsie EWURADZE n'asɛm: mbrɛ EWURADZE ka wɔ wo ho nye yi, Innkowu afona ano;", ""
"JER.34.5", "ibowu asomdwee mu; na mbrɛ wɔhyehyeew adze maa w'egyanom, ahemfo nkankan no a wodzii w'enyim no, dɛmara so na wɔbɛhyew ama wo; na wobegyam wo, dɛ, Ao ewura! Na emi na maka asɛm no, EWURADZE na ɔse.", ""
"JER.34.6", "Nna nkɔnhyɛnyi Jeremia kaa nsɛm yinom nyina kyerɛɛ Judahen Zedekia wɔ Jerusalɛm,", ""
"JER.34.7", "ber a Babilɔnhen no dɔm wɔnye Jerusalɛm, na Juda nkurow a aka no, Lakis na Azeka, ridzi ako no; na iyinom nye nkurow a wɔagye ho ban a wɔkae wɔ Juda nkurow no mu.", ""
"JER.34.8", "Asɛm a ofi EWURADZE nkyɛn baa Jeremia hɔ, aber a ɔhen Zedekia nye nkorɔfo a wɔwɔ Jerusalɛm nyinara dzii ahyɛmu no dɛ wɔmbɔ fahodzi dawur mma hɔn no ekyir no;", ""
"JER.34.9", "dɛ nyimpa biara mma n'akowaa, na nyimpa biara mma n'afonabaa a ɔyɛ Hebriwnyi banyin anaa Hebriwnyi basia mmfa noho ndzi; dɛ mma biara nndzi hɔn nya, mekyerɛ, no nua Hebriwnyi no a:", ""
"JER.34.10", "na asafohen no nyinara na ɔman no nyinara a wodzii ahyɛmu no tsiei, dɛ biara mma n'akowaa, na biara mma n'afonabaa mfa noho ndzi, na mma biara nndzi hɔn nya bio; wotsiei na wɔmaa wɔfaa hɔnho dzii;", ""
"JER.34.11", "na n'ekyir no wotwaa hɔnho, na wɔmaa nkowaa na mfonabaa a wɔama wɔafa hɔnho edzi no, sanee bae bɛyɛɛ nkowaa na mfonabaa bio.", ""
"JER.34.12", "Dɛm ntsi EWURADZE n'asɛm fi EWURADZE nkyɛn baa Jeremia hɔ, dɛ, Mbrɛ EWURADZE, Israel Nyankopɔn se nye yi:", ""
"JER.34.13", "Menye hom egyanom dzii ahyɛmu wɔ da a medze hɔn mifii Egypt asaase do, fii nkowaasom fi no mu no, dɛ,", ""
"JER.34.14", "Mfe esuon ewiei no, hom mu nyimpa biara mma no nua a ɔyɛ Hebriwnyi a wɔatɔn no ama wo no, na ɔasom wo mfe esia no, ɔnkɔ nkɛfa noho ndzi mfi wo nkyɛn: na hom egyanom enntsie me, eso wɔammbrɛ hɔn aso adze.", ""
"JER.34.15", "Na hom dze, ndaenu yi hom sanee, na hom yɛɛ dza ɔtsen wɔ m'enyi do, dɛ hom mu nyimpa biara bɔɔ fahodzi dawur maa ne nyɛnko; na hom enya edzi ahyɛmu wɔ m'enyim wɔ fi a wɔdze me dzin ato no no mu:", ""
"JER.34.16", "na hom sanee boguu me dzin ho fi, na hom maa nyimpa biara n'akowaa, na nyimpa biara n'afonabaa a hom maa wɔfaa hɔnho dzii dɛ mbrɛ wɔpɛ no, sanee bae; na hom tseetsee hɔn dɛ nkowaa na mfonabaa.", ""
"JER.34.17", "Dɛm ntsi mbrɛ EWURADZE se nye yi: Hom enntsie me dɛ hom bɔbɔ fahodzi dawur, nyimpa biara dze ama no nua, na nyimpa biara dze ama ne nyɛnko: hwɛ, mo so morobɔ fahodzi dawur, EWURADZE na ɔse, medze hom mama afona, ɔyardɔm, na ɔkɔm; na mebɛma wɔatow hom edzi akɔnaaba wɔ asaase do ahendzi horow nyina mu.", ""
"JER.34.18", "Na medze mbarimba a wɔato m'ahyɛmu, wɔannyɛ ahyɛmu a wodzii no m'enyim no mu nsɛm no, ber a wɔpaa ɔnantwiba mu ebien no, ha woduaa n'afaafa no ntamu no;", ""
"JER.34.19", "Juda asafohen, na Jerusalɛm asafohen, epiafo no, na asɔfo no, na asaase no do nkorɔfo no nyinara a woduaa ɔnantwiba n'afaafa ntamu no;", ""
"JER.34.20", "ɔhyɛ ara na medze hɔn mebɛhyɛ hɔn atamfo nsa, na hɔn a wɔhwehwɛ hɔn nkwa no nsa: na hɔn efun bɛyɛ edziban ama sor nnoma, na asaase mbowa.", ""
"JER.34.21", "Na Judahen Zedekia na n'asafohen no so medze hɔn mebɛhyɛ hɔn atamfo nsa, na hɔn a wɔhwehwɛ hɔn nkwa nsa na Babilɔnhen no dɔm a woefi hom enyim kɔ no nsa.", ""
"JER.34.22", "Hwɛ, mebɛhyɛ, EWURADZE na ɔse, na mama wɔasan aba kurow yi ho; na wɔnye no bɔko, na wɔagye, na wɔdze gya ahyew no: na mebɛyɛ Juda nkurow amamfo a ɔtsefo nnyi mu.", ""
