"EXO.18.1", "Afei Jetro, Midian ɔsɔfo no, Moses n’asew no, tsee dza Nyankopɔn ayɛ ama Moses, nye ne man Israel no nyinara, mbrɛ EWURADZE esi eyi Israel efi Egypt.", ""
"EXO.18.2", "Na Jetro, Moses n’asew no, faa Zipora, Moses yer a ɔama ɔasan kɔ no,", "#Eks 2.21, 22"
"EXO.18.3", "nye ne mbabanyin beenu a ɔbaako ne dzin dze Gersom;  osiandɛ ɔkaa dɛ, Mayɛ amanandze hɔho:", "#Ndwu 7.29 #18.3 GERSOM: Hebriw mu no, dzin yi gyegye dɛ kasafua ɔhɔho."
"EXO.18.4", "na kor no so ne dzin dze Eliezer,  osiandɛ ɔsee dɛ, M’egya ne Nyankopɔn yɛɛ mo mboa, na oyii me fii Farao n’afona anomu:", "#18.4 ELIEZER: Hebriw mu no, dzin no gyegye dɛ kasafua a ɔkyerɛ dɛ Nyankopɔn boa me."
"EXO.18.5", "na Jetro, Moses n’asew no, dze ne mbabanyin no nye ne yer no baa Moses nkyɛn wɔ sar no do mbrɛ ɔkɛkyeer nsera no, wɔ Nyankopɔn bepɔw no ho:", ""
"EXO.18.6", "na ɔsee Moses dɛ, Emi w’asew Jetro, nye wo yer, nye wo mbabanyin beenu no ka no ho, aba wo nkyɛn.", ""
"EXO.18.7", "Na Moses fiir edzi kehyiaa n’asew, na ɔkotowee, na ɔfeew n’ano; na wobisabisaa hɔn apɔwmu; na wɔbaa asese mu.", ""
"EXO.18.8", "Na Moses kaa dza osian Israel ntsi EWURADZE dze ayɛ Farao nye Egyptfo nyinara kyerɛɛ n’asew, awoko a ɔbaa hɔn do wɔ ɔkwan no mu nyinara, na mbrɛ EWURADZE sii yii hɔn no.", ""
"EXO.18.9", "Na Jetro dzii dɛw wɔ papa a EWURADZE ayɛ ama Israel, wɔ dɛ oyii hɔn fii Egyptfo nsamu no nyinara ho.", ""
"EXO.18.10", "Na Jetro see dɛ, Nhyira nka EWURADZE a oeyi hom efi Egyptfo nsamu, na woefi Farao nsamu; ɔno a oeyi ɔman no efi Egyptfo nsaadze.", ""
"EXO.18.11", "Afei na mehu dɛ EWURADZE yɛ kɛse kyɛn enyame nyinara: nyew, adze a wɔdze dzi hɔn do nkontompɔsɛm no ara mu a.", ""
"EXO.18.12", "Na Jetro, Moses n’asew no, faa ɔhyew afɔr nye okum afɔr kɛmaa Nyankopɔn: na Aaron nye Israel mpanyin nyinara baa dɛ wɔnye Moses n’asew no ribedzidzi wɔ Nyankopɔn enyim.", ""
"EXO.18.13", "Na ɔbaa dɛ adze kyee no, Moses tsenaa famu dɛ orubu ɔman no atsɛn: na ɔman no gyinaa Moses do tsentsen fi anapa kodur ewimbir.", ""
"EXO.18.14", "Na aber a Moses n’asew hun dza ɔyɛe maa ɔman no nyinara no, ɔsee dɛ, Ebɛnadze na ereyɛ ma ɔman yi? Ɔyɛ dɛn ntsi na woara nko etse hɔ, na ɔman no nyinara gyinagyina wo do tsentsen fi anapa ebodu ewimbir yi?", ""
"EXO.18.15", "Na Moses see n’asew no dɛ, Osiandɛ ɔman no ba me nkyɛn Nyankopɔn hɔ ebisa:", ""
"EXO.18.16", "sɛ wonya asɛm bi a, wɔba me nkyɛn; na mubu nyimpa nye ne nyɛnko ntamu atsɛn, na mema wohu Nyankopɔn n’ahyɛdze, nye ne mbra.", ""
"EXO.18.17", "Na Moses n’asew no see no dɛ, Adze a eyɛ yi onnye.", ""
"EXO.18.18", "Ampa ebɛberɛ, ɔwo nye ɔman a wɔka wo ho yi nyina, osiandɛ adze no yɛ dur dodow ma wo; ɔwo woara nko irunntum nnyɛ.", ""
"EXO.18.19", "Afei tsie me ndze, mebɛma wo apam, na Nyankopɔn ndzi w’ekyir; ɔwo gyina Nyankopɔn afamu ma ɔman no, na fa nsɛm no brɛ Nyankopɔn:", ""
"EXO.18.20", "na kyerɛkyerɛ hɔn ahyɛdze no nye mbra no, na ma wonhu ɔkwan kor a ɔwɔ dɛ wɔnantsew mu, na edwuma a ɔwɔ dɛ wɔyɛ.", ""
"EXO.18.21", "Afei so yiyi ɔman no nyinara mu mbanyin a wotum a wosuro Nyankopɔn a wɔyɛ anokwafo a wokyir enyikaber, na fa hɔn sisi hɔn do, ma wɔnyɛ apem apem do mpanyin, ɔha ɔha do mpanyin, eduonum eduonum do mpanyin, nye du du do mpanyin;", ""
"EXO.18.22", "na ma wombu ɔman no ntsɛn aber nyinara mu: na ɔmbra dɛ asɛnkɛse biara dze wɔmfa mbrɛ wo, na nsɛnketseaba nyinara dze, hɔnara wondzi: ama aayɛ wo do har, na wɔnye wo aasoa adzesoa no.", ""
"EXO.18.23", "Sɛ eyɛ dɛm adze yi, na Nyankopɔn hyɛ wo dɛm a, ɔno na ibotum asɔw, na ɔman yi nyinara so bɔkɔ hɔn tsenabew dwudwoodwo.", ""
"EXO.18.24", "Nna Moses tsiee n’asew ne ndze, na ɔyɛɛ dza ɔsee no nyinara.", ""
"EXO.18.25", "Na Moses yiyii Israel nyinara mu nyimpa a wotum, na ɔyɛɛ hɔn etsitsir wɔ ɔman no do, apem apem do mpanyin, ɔha ɔha do mpanyin, eduonum eduonum do mpanyin, nye du du do mpanyin.", ""
"EXO.18.26", "Na wobuu ɔman no ntsɛn aber nyinara mu: nsɛm a ɔyɛ dzen no wɔdze brɛɛ Moses, na nsɛnketseaba dze hɔnara wodzii.", ""
"EXO.18.27", "Na Moses gyaa n’asew no kwan; na ɔfaa no kwan kɔr nankasa n’asaase do.", ""
