"LUK.16.1", "Na ɔkaa kyerɛɛ esuafo no so dɛ,  Ɔhonyanyi bi wɔ hɔ a ɔwɔ ofihwɛfo bi, na wɔkɔtoaa no maa no dɛ ɔresɛɛ n’adze.", ""
"LUK.16.2", "Na ɔfrɛɛ no see no dɛ, Ebɛnadze nye yi a metse no wɔ wo ho yi? Bobu wo fihwɛ adwuma ho akontaa, na innyi ho kwan dɛ idzi fihwɛfo bio.", ""
"LUK.16.3", "Na ofihwɛfo no kae wɔ no mu dɛ, Mebɛyɛ dɛn? Mo wura rebɛgye edwuma no wɔ me nsamu. Minnyi ahoɔdzen dɛ mubotutu; na ehua so yɛ me fɛr.", ""
"LUK.16.4", "Ɛhɛɛ, mehu dza mebɛyɛ, ama woyi me ofihwɛ edwuma do a, wɔaagye me akɔ hɔn efiefi mu.", ""
"LUK.16.5", "Nna ɔfrɛɛ no wura n’akafo nyina baa ne nkyɛn, na obisaa nyia odzi kan no dɛ, Edze mo wura kaw ahen?", ""
"LUK.16.6", "Na ɔsee dɛ, Ngo etwadze ɔha. Na ɔsee no dɛ, Fa wo nwoma na tsena ase ntsɛm kyerɛw eduonum.", ""
"LUK.16.7", "Nna obisaa baako so dɛ, Wo so edze ahen? Na ɔsee dɛ, Ewifua etwadze ɔha. Ɔsee no dɛ, Fa wo nwoma na kyerɛw eduowɔtwe.", ""
"LUK.16.8", "Na owura no kamfoo ofihwɛfo onyitseweefo no dɛ ɔayɛ no nyansa mu: iyi mpo kyerɛ dɛ wiadze yi mba nye hɔnankasa hɔn santsen dzi no nyansa mu kyɛn kan mba.", ""
"LUK.16.9", "Na mese hom dɛ, Hom mfa wiadze ahonyadze      a ɔnntsen no bi do nya anyɛnkofo; na sɛ ofi hom nsa a, wɔaagye hom akɔ onnyiewiei ntamadan no mu.", "#16.9 Griik no ka dɛ mammɔn."
"LUK.16.10", "Nyia odzi nokwar wɔ adze ketseaba mu no, odzi nokwar wɔ pii mu; na nyia ɔnntsen wɔ adze ketseaba mu no, ɔnntsen wɔ pii so mu.", ""
"LUK.16.11", "Dɛm ntsi sɛ hom enndzi nokwar wɔ wiadze ahonyadze a ɔnntsen no mu a, woana dze dza ɔyɛ tsenenee no bɛhyɛ hom nsa?", ""
"LUK.16.12", "Na sɛ hom enndzi nokwar wɔ obi dze mu a, woana dze homankasa homdze bɛma hom?", ""
"LUK.16.13", "Akowaa biara nntum nnsom wuranom beenu: na obekyir kor no na ɔadɔ kor no, anaadɛ obosuo kor no mu na oebu kor no enyimtsia. Hom runntum nnsom Nyankopɔn nye wiadze ahonyadze.", "#Mat 6.24"
"LUK.16.14", "Na Farisiifo no a wɔyɛ sikapɛfo tsee yinom nyina no, wosii no atwetwe.", ""
"LUK.16.15", "Na ɔsee hɔn dɛ,  Hom nye hɔn a wobu hɔnho bem wɔ nyimpa enyim, na Nyankopɔn dze onyim hom akoma mu, na dza wohuhor no wɔ nyimpa mu no yɛ ekyiwadze wɔ Nyankopɔn enyim.", ""
"LUK.16.16", "Mbra no nye nkɔnhyɛfo no bɛpeem John do; na ofitsi ɔno do no, wɔka Nyankopɔn ahenman ho no asɛmpa, na obiara dze enyiber kɔ mu.", "#Mat 11.12, 13"
"LUK.16.17", "Na ɔyɛ mberɛw dɛ sor nye asaase botwa mu sen dɛ mbra no ne nsensanee kor mpo befi mu.", "#Mat 5.18"
"LUK.16.18", "Obiara a obegyaa ne yer na ɔawar fofor no, ɔto awar; na obiara a ɔbɔwar nyia no kun egyaa no no, ɔto awar.", "#Mat 5.32; 1 Kor 7.10, 11"
"LUK.16.19", "Nna osikanyi bi wɔ hɔ a ɔhyɛ aboɔdzen ntar a ɔyɛ fɛw, na ɔtsenaa enyigye nye afɛɛfɛdze mu daa.", ""
"LUK.16.20", "Na ohianyi bi so wɔ hɔ a ne dzin dze Lazarus a wɔdze no bɔtoo n’abowano a oetutu ekur,", ""
"LUK.16.21", "na no kɔn dɔɔ dɛ odzi dza ofi osikanyi no no pon do gu famu mee; naaso mbɔdɔm bae bɛtafeer n’ekur mu mpo.", ""
"LUK.16.22", "Na ɔbaa dɛ ohianyi no wui, na abɔfo bɔsoaa no kɔr Abraham no bo mu; na osikanyi no so wui na wosiee no.", ""
"LUK.16.23", "Na samanadze na osikanyi no maa n’enyi do, nna ɔwɔ ahoguan kɛse mu, na ohun Abraham wɔ ekyirekyir, na Lazarus twer no bo mu.", ""
"LUK.16.24", "Na ɔtseaa mu see dɛ, Egya Abraham, hu me mbɔbɔr, na soma Lazarus ma ɔmfa ne nsatseaba ano mbɔ nsu mu, na ɔmfa mbɔdwedwe me tɛkyerɛma: na mo ho ruguan me wɔ gyaframee yi mu.", ""
"LUK.16.25", "Na Abraham see dɛ, Ɔba, kaa dɛ wo nkwaber mu inyaa wo ndzepa, dɛmara na Lazarus so nyaa ne ndzebɔn; na afei no werɛ akyekyer, na wo so ruhu amandze.", ""
"LUK.16.26", "Na yinom nyina ekyir no, ɔka kɛse da yɛnye hom ntamu, ma hɔn a wɔpɛ dɛ wofi ha tra ba hom nkyɛn nntum, na eso wonntum mmfi noho nntra mmba hɛn nkyɛn.", ""
"LUK.16.27", "Na ɔsee dɛ, Dɛm dze a, egya, meserɛ wo, soma no wɔ m’egya fie,", ""
"LUK.16.28", "na mowɔ enuanom beenum, ma ɔnkɛkyerɛ hɔn mbrɛ ndzɛmba tse amma hɔn so wɔaammba amandzehubea yi mu bi.", ""
"LUK.16.29", "Na Abraham see dɛ, Wɔwɔ Moses nye nkɔnhyɛfo no wɔ hɔ: ma wontsie hɔn.", ""
"LUK.16.30", "Na ɔsee dɛ, Oho, egya Abraham, na sɛ obi fi ewufo mu kɔ hɔn nkyɛn a, nna wobonu hɔnho.", ""
"LUK.16.31", "Na ɔsee no dɛ, Sɛ woenntsie Moses nye nkɔnhyɛfo no a, obi fi ewufo mu soɛr mpo a, wɔrenngye no nndzi.", ""
