"1JN.2.1", "Me mba nkakraba, merekyerɛw iyinom abrɛ hom ama hom aannyɛ bɔn. Na sɛ obi yɛ bɔn a, yɛwɔ ɔkasamaafo a otwitwa gye hɛn wɔ Egya no nkyɛn, ɔno nye Jesus Kraest, ɔtseneneenyi no:", ""
"1JN.2.2", "na ɔno nye hɛn bɔn ho mpatadze, na nnyɛ hɛn nko hɛndze, na mbom wiadze nyina so dze bi.", ""
"1JN.2.3", "Na sɛ yedzi n’ahyɛdze do a, iyiara na yɛdze hu dɛ yenyim no.", ""
"1JN.2.4", "Nyia ɔka dɛ, Minyim no, na onndzi n’ahyɛdze do no, ɔyɛ ɔtor, na nokwar no nnyi no mu:", ""
"1JN.2.5", "na obiara a odzi n’asɛm do no, ɔno no mu na ampaara Nyankopɔn no dɔ no edzi mu. Iyi na yɛdze hu dɛ yɛwɔ no mu:", ""
"1JN.2.6", "nyia ɔka dɛ ɔtse no mu no, ɔsɛ no dɛ ɔnantsew dɛ mbrɛ ɔno so nantsewee.", ""
"1JN.2.7", "Adɔfo, nnyɛ ahyɛdze fofor bi na merekyerɛw abrɛ hom, na mbom ahyɛdze dadaw no nye asɛm a ofi ahyɛse no hom atse no ara.", "#Joh 13.34"
"1JN.2.8", "Naaso, merekyerɛw ahyɛdze fofor abrɛ hom a ɔyɛ nokwar wɔ ɔno nye hom mu; osiandɛ sum rutwa mu, na nokwar kan no enya rehyerɛn.", ""
"1JN.2.9", "Nyia ɔka dɛ ɔwɔ kan no mu, na ɔtan no nua no, ɔwɔ sum mu dze besi sesei.", ""
"1JN.2.10", "Nyia ɔdɔ no nua no, ɔwɔ kan no mu, na fintsidua bi nnyi no mu.", ""
"1JN.2.11", "Na nyia ɔtan no nua tse sum mu, na ɔnantsew sum mu, na onnyim mbrɛ ɔrokɔ, osiandɛ sum no efura n’enyi.", ""
"1JN.2.12", "Merekyerɛw abrɛ hom, me mba nkakraba, osiandɛ wɔdze hom bɔn akyɛ hom wɔ ne dzin ntsi.", ""
"1JN.2.13", "Merekyerɛw abrɛ hom, egyanom, osiandɛ hom nyim nyia ɔwɔ hɔ fitsi ahyɛse no. Merekyerɛw abrɛ hom, mberantsɛ, osiandɛ hom edzi ɔbɔn no do konyim.", ""
"1JN.2.14", "Merekyerɛw abrɛ hom, mbofra nkakraba, osiandɛ hom nyim Egya no. Merekyerɛw abrɛ hom, egyanom, osiandɛ hom ehu nyia ɔwɔ hɔ fitsi ahyɛse no. Merekyerɛw abrɛ hom mberantsɛ osiandɛ hom yɛ dzen, na Nyankopɔn asɛm tse hom mu, na hom edzi ɔbɔn no do konyim.", ""
"1JN.2.15", "Mma hom nndɔ wiadze, anaadɛ ndzɛmba a ɔwɔ wiadze. Na nyia ɔdɔ wiadze no, Egya no ho dɔ nnyi no mu.", ""
"1JN.2.16", "Na dza ɔwɔ wiadze a ɔyɛ honam akɔndɔ, enyiwa akɔndɔ, nye asetsena mu enyimnyampɛ nyina no, mmfi Egya no, na mbom ofi wiadze.", ""
"1JN.2.17", "Na wiadze nye n’akɔndɔ rutwa mu, naaso nyia ɔyɛ Nyankopɔn n’apɛdze no dze, ɔtsena hɔ daa.", ""
"1JN.2.18", "Mbofra nkakraba, dɔnhwer a odzi ekyir no nye yi: na dɛ mbrɛ hom atse dɛ antikraest rebɛba no, sesei mpo antikraest pii aba; nna yɛdze hu dɛ dɔn a odzi ekyir no ara nye yi.", ""
"1JN.2.19", "Wofi hɛn mu kɔree, naaso wɔnnka hɛn ho, na sɛ wɔka hɛn ho a, nkyɛ wɔnye hɛn tsenaa hɔ: na wofii mu ama aada edzi dɛ hɔn nyina nnka hɛn ho.", ""
"1JN.2.20", "Na hom dze, hom enya ngosera bi fi Krɔnkrɔnnyi no hɔ, na hom nyim adze nyina.", ""
"1JN.2.21", "Mannkyerɛw ammbrɛ hom dɛ hom nnyim nokwar no, na mbom dɛ hom nyim, na dɛ ator biara mmfi nokwar no mu.", ""
"1JN.2.22", "Woana na ɔyɛ ɔtorfo dɛ nyia ɔpow dɛ Jesus nye Kraest no? Oyi nye antikraest no, nyia ɔpow Egya nye Ba no.", ""
"1JN.2.23", "Obiara a ɔpow Ɔba no, onnyi Egya no; na nyia ɔpaa mu bɔ Ɔba no ne dzin no, ɔwɔ Egya no so.", ""
"1JN.2.24", "Na hom dze, hom mma dza ofi ahyɛse no hom tsee no ntsena hom mu. Na sɛ dza hom fi ahyɛse tsee no tsena hom mu a, hom bɛtsena Ɔba no nye Egya no so mu.", ""
"1JN.2.25", "Na anohoba a ɔabɔ hɛn nye onnyiewiei nkwa.", ""
"1JN.2.26", "Iyinom na makyerɛw abrɛ hom wɔ hɔn a wɔpɛ dɛ wɔma hom fom kwan no ho.", ""
"1JN.2.27", "Na hom dze, ngosera a hom nyae wɔ ne nsamu no tse hom mu, na onnhia hom dɛ obi kyerɛkyerɛ hom, na mbom dɛ mbrɛ no ngosera no ara kyerɛkyerɛ hom wɔ adze nyina ho no. Ɔyɛ nokwar, na ɔnnyɛ ator, na dɛ mbrɛ ɔakyerɛkyerɛ hom no, ɔno ara na hom ntsena mu.", ""
"1JN.2.28", "Na afei, me mba nkakraba, hom ntsena no mu; na sɛ oyi noho edzi a, yeenya awerɛhyɛmu, na hɛn enyi annto n’enyim wɔ ne ba no mu.", ""
"1JN.2.29", "Sɛ hom nyim dɛ ɔyɛ tseneneenyi a, hom nhu dɛ obiara a ɔyɛ dza ɔtsen no, ɔno na Nyankopɔn awo no.", ""
