"DAN.3.1", "Ɔhen Nebukadenezar yɛɛ sika honyi a ne tsentsen yɛ basafa duenum, na ne tɛtɛr basafa kor na fa: na ɔdze sii Dura tɛtɛr mu, wɔ Babilɔn asaase do.", ""
"DAN.3.2", "Nna ɔhen Nebukadenezar somae ma wokehyiahyiaa amansin ahemfo, abakomafo, ambradofo, atsɛmbufo, afotosamfo, apamfo, mbrakyerɛfo, na asaase no do etumfo nyinara dɛ wɔmbra honyi a ɔno ɔhen Nebukadenezar dze esi hɔ no no mpuei ase.", ""
"DAN.3.3", "Nna amansin ahemfo, na abakomafo, na ambradofo, atsɛmbufo, afotosamfo, apamfo, mbrakyerɛfo, na asaase no do etumfo no nyinara boaa ano behyiaa dɛ worubopue honyi a ɔhen Nebukadenezar dze esi hɔ no; na wobegyinaa honyi a Nebukadenezar dze esi hɔ no enyim.", ""
"DAN.3.4", "Nna ɔsɛn no tseatseaa mu kɛse dɛ, Amanaman, na kasa horow, hom na wɔahyɛ hom,", ""
"DAN.3.5", "dɛ, aber biara a hom bɛtse abɛn, dodogya, nsankutsen, sambuka, bɛntasanku, na bɔtɔwasanku, na nsanku horow nyina ne ndze no, hom nhwe ase nkotow nsɔr sika honyi a ɔhen Nebukadenezar dze esi hɔ no:", ""
"DAN.3.6", "na obiara a ɔannhwe ase annkotow annsɔr no, amonmu no ara wɔbɔtow no akyen fononoo gya framfram no mu.", ""
"DAN.3.7", "Dɛm ntsi aber a aman no nyinara tsee abɛn, dodogya, nsankutsen, sambuka, bɛntasanku, na nsanku horow nyina ne ndze no, nna amanaman, na kasa horow no nyinara hwehwee ase kotowee sɔɔr sika honyi a ɔhen Nebukadenezar dze esi hɔ no.", ""
"DAN.3.8", "Dɛm ntsi aber no ara mu no, Kaldeafo binom kɔree kɔtoatoaa Jewfo no ano.", ""
"DAN.3.9", "Wɔkɛsee ɔhen Nebukadenezar dɛ, Ɔhen, nya nkwa daa.", ""
"DAN.3.10", "Ɔhen, ɔwoara na ahyɛ mbra dɛ nyimpa biara a ɔbɛtse abɛn, dodogya, nsankutsen, sambuka, bɛntasanku, bɔtɔwasanku, na nsanku horow nyinara ne ndze no, ɔnhwe ase nkotow nsɔr sika honyi no:", ""
"DAN.3.11", "na obiara a ɔannhwe famu annkotow annsɔr no, wɔntow no nkyen fononoo gya framfram no mu.", ""
"DAN.3.12", "Jewfo bi wɔ hɔ a ayɛ hɔn Babilɔn asaase mu nsɛm do ahwɛfo, Sadrak, Mesak, na Abednego; ɔhen, mbarimba yinom, woemmbu wo bi: wɔnnsom w’abosom, eso wɔnnkotow nnsɔr sika honyi a edze esi hɔ no.", ""
"DAN.3.13", "Nna Nebukadenezar kaa no ebufuw na ebufuhyew mu dɛ wɔmfa Sadrak, Mesak, na Abednego mbra. Nna wɔdze dɛm mbanyin yi begyinaa ɔhen no enyim.", ""
