"DEU.2.1", "Nna yɛdanee, na yetuu hɛn kwan kɔr sar no do wɔ Mbɛw Po kwan do, dɛ mbrɛ EWURADZE kaa kyerɛɛ me no: na yekyiin Seir bepɔw ho nda pii.", ""
"DEU.2.2", "Na EWURADZE kaa kyerɛɛ me dɛ,", ""
"DEU.2.3", "Hom ekyin bepɔw yi ho akyɛr dodow: hom ndan homho wɔ kwaamu afamu.", ""
"DEU.2.4", "Na hyɛ ɔman no dɛ, Hom rubotwa mu wɔ hom nuanom Esau mba a wɔtse Seir no ntoaado; na wobosuro hom: dɛm ntsi hom nhwɛ homho yie papa:", ""
"DEU.2.5", "mma wɔnnye hɔn nndzi aper; na meremmfa hɔn asaase no memma hom, oho, nnyɛ mbrɛ ɔnamɔn mpo betsia a: osiandɛ medze Seir bepɔw mama Esau dɛ ɔmfa.", ""
"DEU.2.6", "Hom mfa sika ntɔ hɔn hɔ edziban, na hom eedzi; na hom mfa sika ntɔ hɔn hɔ nsu so, na hom aanom.", ""
"DEU.2.7", "Na EWURADZE wo Nyankopɔn ehyira wo wɔ wo nsaano edwuma nyinara mu: oehu wo nantsew wɔ sar kɛse yi do: mfe eduanan yi EWURADZE wo Nyankopɔn edzi w'ekyir; ennhia wo biribiara.", ""
"DEU.2.8", "Nna yetwae fi hɛn nuanom Esaumba a wɔtse Seir no ho, fi Araba kwan do fi Elat nye Ezion-geber. Na yɛdanee, na yekotwaa mu wɔ Moab sar no do kwan do.", ""
"DEU.2.9", "Na EWURADZE see me dɛ, Mma nnhiahia Moab ho, nkyii so mma nnye hɔn nndzi aper nnko: na meremmfa n'asaase mu bi memma wo mma emmfa; osiandɛ medze Ar ama Lotmba dɛ wɔmfa.", ""
"DEU.2.10", "Emfo no na wɔtsenaa do nkan no, ɔman kɛse a wɔdɔɔ so, na wɔwowar dɛ Anakfo:", ""
"DEU.2.11", "iyinom so na wobu hɔn Refafo, dɛ Anakfo; na Moabfo dze wɔfrɛ hɔn Emfo.", ""
"DEU.2.12", "Horfo so na nkyɛ nkan no wɔtsenaa Seir, na Esaumba no hyɛɛ hɔn ananmu; na wɔsɛɛ hɔn wɔ hɔn enyim, na wɔtsenaa hɔn ananmu dɛ mbrɛ Israel yɛɛ n'enyadze asaase a EWURADZE dze maa hɔn no.", ""
"DEU.2.13", "Afei hom nsoɛr, na hom nkotwa ɔwora Zered. Na yekotwaa ɔwora Zered.", ""
"DEU.2.14", "Na mfe dodow a yɛdze nantsewee fi Kades-barnea bodur dɛ yebotwaa ɔwora Zered no, yɛ mfe eduasa awɔtwe; kodur dɛ akofo ebusuasantsen no nyinara wuwui wɔ nseraban no mu, dɛ mbrɛ EWURADZE kaa ho ntam no.", ""
"DEU.2.15", "Nkyii so EWURADZE nsa tsiaa hɔn, dɛ ɔresɛɛ hɔn efi nseraban no mu, ekodu dɛ wɔbɛhyew.", ""
"DEU.2.16", "Nna ɔbaa dɛ, aber a akofo no nyinara hyewee na wowuwui fii ɔman no mu no,", ""
"DEU.2.17", "EWURADZE kaa kyerɛɛ me dɛ,", ""
"DEU.2.18", "Ndɛ da yi na irubotwa mu wɔ Ar, Moab ntoaado no:", ""
"DEU.2.19", "na sɛ ikodu Ammonmba tsentsendo a, mma nnhiahia hɔn ho, na nnye hɔn nndzi aper so: na meremmfa Ammonmba asaase mu bi memma wo mma emmfa: osiandɛ medze mama Lotmba dɛ wɔmfa.", ""
"DEU.2.20", "Ɔno so wobu no Refafo asaase; Refafo tsenaa do nkan no; na Ammonfo dze wɔfrɛ hɔn Zamzumfo;", ""
"DEU.2.21", "ɔman kɛse a, wɔdɔɔ so, na wɔwowar dɛ Anakfo; na EWURADZE sɛɛ hɔn wɔ hɔn enyim; na wɔhyɛɛ hɔn ananmu:", ""
"DEU.2.22", "dɛ mbrɛ ɔyɛe maa Esaumba a wɔtse Seir, aber a ɔsɛɛ Horfo wɔ hɔn enyim; na wɔhyɛɛ hɔn ananmu, na wɔtsenaa hɔn ananmu araa dze bodu ndɛ da yi;", ""
"DEU.2.23", "na Avifo a wɔtsenatsenaa nkuroba araa dze kodu Gaza mu no, Kaftorfo a, wofi Kaftor bae no, bɛsɛɛ hɔn, na wɔtsenaa hɔn ananmu.", ""
"DEU.2.24", "Hom nsoɛr, wontu hom kwan, na wonkotwa Arnon bɔnsa; hwɛ, medze Amorinyi Sihon, Hesbon hen no, nye n'asaase ahyɛ wo nsa: hyɛ ase fa, na nye no ndzi aper nko.", ""
"DEU.2.25", "Ndɛ da yi na mebɛhyɛ ase medze wo ho suro nye wo ho hu megu amanaman a wɔwɔ asaase nyina do a wɔbɛtse wo nka do, na hɔn ho apopo, na hɔn ho eguan hɔn wɔ wo ntsi.", ""
"DEU.2.26", "Na Kedamot sar do na mifi mosomaa abɔfo ma wɔdze asomdwee nsɛm kɔr Hesbon hen Sihon nkyɛn dɛ,", ""
"DEU.2.27", "Ma muntwa mu wɔ w'asaase do: ɔtsempɔn do ara na mebɛfa akɔ, merenndan mmfa enyimfa anaa abankum.", ""
"DEU.2.28", "Tɔn me edziban gye sika, ma mindzi; na ma me nsu gye sika ma monnom: ma memfa m'anan kwa mumbotwa mu;", ""
"DEU.2.29", "dɛ mbrɛ Esaumba a wɔtse Seir, na Moabfo a wɔtse Ar, yɛɛ me no; ma onkodu dɛ mubotwa Jordan akɔ asaase a EWURADZE hɛn Nyankopɔn dze rema hɛn no do.", ""
"DEU.2.30", "Na Hesbonhen Sihon amma hɛn kwan dɛ yentwa mu wɔ ne nkyɛn: osiandɛ EWURADZE wo Nyankopɔn maa no asoɔdzen sunsum, na opiriim n'akoma, ama ɔdze no aahyɛ wo nsa, dɛ mbrɛ ɔtse ndɛ da yi.", ""
"DEU.2.31", "Na EWURADZE see me dɛ, Hwɛ, mahyɛ ase meyi Sihon nye n'asaase mama wɔ w'enyim: hyɛ ase fa, na enya n'asaase no edzi.", ""
"DEU.2.32", "Nna Sihon fiir edzi behyiaa hɛn, ɔno nye ne man nyinara, dɛ ɔrobɔko wɔ Jahaz.", ""
"DEU.2.33", "Na EWURADZE hɛn Nyankopɔn yii no mae wɔ hɛn enyim; na yekunkum ɔno, nye ne mbabanyin, nye ne man nyinara.", ""
"DEU.2.34", "Na yɛfaa no nkurow nyinara aber no mu, na yɛsɛɛ kurow biara a nyimpa tse mu no pasapasa, dze kaa mbaa nye mbofraba ho; yeenngyaa biara mma ɔannka:", ""
"DEU.2.35", "ofiembowa nko na hɛnara yɛfaa no afonam, dze kaa nkurow a yɛfae no mu asadze ho.", ""
"DEU.2.36", "Ofi Aroer a ɔwɔ Arnon ɔbɔn no ano, na ofi kurow a ɔwɔ Arnon ɔbɔn no mu no do, araa dze kɔ Gilead, kurow biara nnyi hɔ a ɔyɛɛ dzen dodow maa hɛn: EWURADZE hɛn Nyankopɔn yii ne nyinara mae wɔ hɛn enyim:", ""
"DEU.2.37", "Ammonmba asaase no nko na ɔwo ammbɛn ho; esutsen Jabbok ne nkyɛn nyinara, nye nkurow a ɔwɔ nkokodo nkurow mu no, nye beebiara a EWURADZE hɛn Nyankopɔn amma hɛn ho kwan no.", ""
