"1CO.9.1", "Ana menndze moho a? Ana mennyɛ ɔsomafo a? Ana munnhun hɛn Ewuradze Jesus a? Ana nnyɛ hom nye m'edwuma wɔ Ewuradze mu a?", ""
"1CO.9.2", "Sɛ mennyɛ ɔsomafo mma binom a, hom dze meyɛ ma hom, na m'asomafoyɛ ne nsɔwano nye hom wɔ Ewuradze mu.", ""
"1CO.9.3", "Me nyiano a miyi kyerɛ hɔn a wɔpɛnsapɛnsa mo dwumadzi mu nye iyi.", ""
"1CO.9.4", "Ana yennyi ho kwan dɛ yedzidzi na yɛnom?", ""
"1CO.9.5", "Ana yennyi ho kwan dɛ yɛdze ɔyer a ɔyɛ gyedzinyi nantsew, dɛ asomafo nkaa no, nye Ewuradze no nuanom no, nye Siifas?", ""
"1CO.9.6", "Anaaso emi nye Barnabas nko na yennyi ho kwan dɛ yegyaa dwumadzi anaa?", ""
"1CO.9.7", "Sordaanyi woana na ɔbɔ nankasa ne kaw kɔ sa? Woana na ɔyɛ wenyin ture na onndzi n'aba bi? Anaaso woana na ɔnyɛn anyɛmbowa na ɔnnom anyɛmbowa hɔn numfonsu bi?", ""
"1CO.9.8", "Ana meka yi nyimpa afamu a, na mbra no so nnka dɛm?", ""
"1CO.9.9", "Na wɔakyerɛw no wɔ Moses mbra no mu dɛ, Mma nnkyekyer nantwi a ɔporow eburow no ano. Aso anantwi no na hɔn ho hia Nyankopɔn,", ""
"1CO.9.10", "anaa hɛn ntsi ara na ɔka dɛm? Ɛhɛɛ, hɛn ntsi na wɔkyerɛwee, osiandɛ nyia ofuntum asaase no, ɔsɛ dɛ ofuntum enyidado mu, na nyia ɔporow eburow no yɛ no enyidado mu dɛ obenya mu bi.", ""
"1CO.9.11", "Sɛ yeduaa sunsum ndzɛmba maa hom a, ana ɔyɛ adze a ɔso biara dɛ yebobu hom honam mu ndzɛmba?", "#Rom 15.27"
"1CO.9.12", "Sɛ binom enya hom ho kwan yi bi a, ana nnyɛ hɛn mbom a? Naaso yɛammfa kwan a ɔtse dɛm yi do, na mbom yɛsɔw adze nyina, amma yeennsiw Kraest asɛmpa no kwan.", ""
"1CO.9.13", "Ana hom nnyim dɛ hɔn a wɔyɛ asɔr ho edwuma no dzi asɔrdan mu adze no bi? Na dɛ hɔn a wɔsom afɔrmbukyia ho no nye afɔrmbukyia no nya hɔn kyɛpɛn?", "#Deut 18.1"
"1CO.9.14", "Dɛmara so na Ewuradze hyɛɛ dɛ hɔn a wɔka asɛmpa no ndzidzi asɛmpa no ho.", "#Mat 10.10; Luk 10.7"
"1CO.9.15", "Na emi dze, mennyɛɛ yinom mu biara; eso mennkyerɛw yi dɛ wɔnyɛ dɛm mma me; na oye ma me dɛ mubowu mbom, kyɛn dɛ obiara bɛma m'ahohyehyɛ ayɛ kwa.", ""
"1CO.9.16", "Na sɛ meka asɛmpa no a, minnyi biribi a medze hyehyɛ moho: na ehiasɛm da mo do, na sɛ mannka asɛmpa no a, nkyɛ mundue!", ""
"1CO.9.17", "Na sɛ meyɛ yi mankasa me pɛ do a, mowɔ akatua, sɛ eso mannyɛ no mankasa me pɛ do mpo a, wɔdze ofihwɛ edwuma ahyɛ me nsa.", ""
"1CO.9.18", "Na afei m'akatua nye dza ɔwɔ hen? Ɔno nye dɛ sɛ meka asɛmpa no a, mma memmfa akabɔ nnka asɛmpa no ho, amma maammfa asɛmpa no ho kwan a mowɔ annyɛ adze ntrado.", ""
"1CO.9.19", "Na kaansa midzi moho do wɔ nyimpa nyina afamu mpo a, medze moho yɛɛ akowaa maa nyimpa nyina, ama me nsa aaka dodowara.", ""
"1CO.9.20", "Meyɛɛ Jewnyi maa Jewfo ama meenya Jewfo; hɔn a wɔwɔ mbra no ase no, dɛ nyia ɔwɔ mbra no ase, (minnyi mbra no ase dze,) naaso meyɛɛ moho dɛ nyia ɔwɔ mbra no ase ama meenya hɔn a wɔwɔ mbra no ase:", ""
"1CO.9.21", "na hɔn a wonnyi mbra no ase no, meyɛɛ dɛ minnyi mbra no ase maa hɔn, (nnyɛ dɛ minnyi mbra ase wɔ Nyankopɔn afamu, na mbom mowɔ mbra ase wɔ Kraest afamu) ama meenya hɔn a wonnyi mbra no ase no.", ""
"1CO.9.22", "Hɔn a wɔyɛ mberɛw no, meyɛɛ dɛ nyia ɔyɛ mberɛw maa hɔn, ama meenya hɔn a wɔyɛ mberɛw. Mayɛ moho adze nyina ama nyimpa nyina, ama menam akwan nyina mu maagye binom nkwa.", ""
"1CO.9.23", "Na iyi nyina asɛmpa no ntsi na meyɛ, ama meenya ho bi.", ""
"1CO.9.24", "Ana hom nnyim dɛ hɔn a wosi empire wɔ mbirikatu mu no, hɔn nyina tu dze, naaso ɔbaako na onya empiresi abadobɔdze no a? Dɛmara na hom so ntu mbirika, ama hom so hom eenya abadobɔdze no.", ""
"1CO.9.25", "Na obiara a ɔreper edzi nkonyim wɔ empiresi mu no, ɔhyɛ noho do wɔ adze nyina mu; hɔn dze wɔyɛ ma woeenya abɔtsir a ɔsɛɛ, na hɛn dze dza ɔnnsɛɛ a.", ""
"1CO.9.26", "Dɛm ntsi emi dze, mbirika a mutu yi, munntu no gyan bi, ekutuku a motow yi, monntow no dɛ dza morotow gu mframa mu ara gyan.", ""
"1CO.9.27", "Mbom mehyɛ mo honam amen, na midzi no nya, ama maka asɛmpa akyerɛ binom ekyir no, woeennyi mankasa so tokyen.", ""
