"PSA.57.1", "Hu me mbɔbɔr, Ao Nyankopɔn, hu me mbɔbɔr; Na wo mu na me kra nya guandɔbew: Nyew, wo ntsaban ase nwinwin mu mibenya mo guandɔbew, Ekodu dɛ mbusu yi botwa mu.", ""
"PSA.57.2", "Mubosu afrɛ ɔsorsor Nyankopɔn; Mebɛfrɛ Nyankopɔn a ɔma dza ɔahyehyɛ ama me no wie pɛyɛ no.", ""
"PSA.57.3", "Ɔbɔsoma efi sor abɛgye me nkwa, Aber a nyia ɔrepɛ amen me no rehyɛ ahorba no; Nyankopɔn bɔsoma n’adom na no nokwar,", ""
"PSA.57.4", "Me kra da ngyata mu, Meda hɔn a wɔato hɔn gya mu, Mekyerɛ nyimpa a hɔn se yɛ mpeaa na egyen, Na hɔn tɛkyerɛma yɛ afona ndam ndam no.", ""
"PSA.57.5", "Ao Nyankopɔn, kyerɛ wo kɛseyɛ wɔ sorsor, Na w’enyimnyam mbɔ asaase nyinara do.", ""
"PSA.57.6", "Woesua m’anamɔn efir; Na me kra abrɛ adze: Woetu mona wɔ m’enyim; Naaso hɔnankasa akɔhwehwe mu.", ""
"PSA.57.7", "M’akoma etsim, Ao Nyankopɔn, m’akoma etsim: Mobɔtow ndwom, nyew, mobɔtow ayɛyindwom.", ""
"PSA.57.8", "M’enyimnyam, nyan ɛ; bɛnta na nsankutsen, hom nnyan: Emi mankasa so mibenyan ahema.", ""
"PSA.57.9", "Ao EWURADZE, mebɛda wo ase wɔ aman mu: Mobɔtow ayɛyindwom ama wo wɔ amanaman mu.", ""
"PSA.57.10", "Osiandɛ w’ehumbɔbɔr so kodu ɔsorsor, Na wo nokwar kodu wimu noho.", ""
"PSA.57.11", "Ao Nyankopɔn, kyerɛ wo kɛseyɛ wɔ sorsor; Ma w’enyimnyam mbɔ asaase nyinara do.", ""
