"1KI.8.1", "Na Solomon hyiahyiaa Israel mpanyimfo, na ebusuakuw ebusuakuw mu etsitsir nyinara, Israelmba egyanom efiefi mbapɔmba no, ma wɔbaa ne nkyɛn wɔ Jerusalɛm, dɛ wɔrekɛfa EWURADZE n’ahyɛmudaka no efi Zion a ɔyɛ David kurow no mu aba.", ""
"1KI.8.2", "Na Israel mbarimba no nyinara hyiahyiaa hɔnho behyiaa ɔhen Solomon ne nkyɛn wɔ afahyɛ no ase, wɔ bosoom Etanim a ɔyɛ bosoom a otsia esuon no mu.", ""
"1KI.8.3", "Na Israel mpanyimfo no nyinara bae, na asɔfo no bɔsoaa adaka no.", ""
"1KI.8.4", "Na wɔdze EWURADZE n’adakaa no, na ehyiadzibuw no, na ndzɛmba krɔnkrɔn a ɔwɔ Buw no mu no bae; mekyerɛ iyinom na asɔfo na Levifo no dze bae.", ""
"1KI.8.5", "Nna ɔhen Solomon na Israel mpanyimfo no a woebehyia wɔ ne nkyɛn no nyinara dzi adaka no enyim, rukuku nguan na anantwi a osian hɔn dodow ntsi wonntum nkan eso wommbu ano dze robobɔ afɔr.", ""
"1KI.8.6", "Na asɔfo no dze EWURADZE n’ahyɛmudaka no besii ne sibew, wɔ ɔdan no ne mpiakyir, bea krɔnkrɔnkrɔn no, mekyerɛ kerubfo no ntsaban ase.", ""
"1KI.8.7", "Na kerubfo no atserɛtserɛw hɔn ntsaban mu wɔ adaka no ne sibew no do, na kerubfo no akata adaka no na no ho mpoma no do wɔ sor.", ""
"1KI.8.8", "Na mpoma no wowar dodow ma wohu mpoma no n’etsir wɔ bea krɔnkrɔn mpiakyir no enyim; na wonnhu wɔ abowano: na mbrɛ ɔwɔ ara nye no dze bodu ndɛ da yi.", ""
"1KI.8.9", "Hweeara nnyi adaka no mu gyedɛ abo apon ebien no a Moses dze guu mu wɔ Horeb no, wɔ aber a wofi Egypt asaase do reba no a EWURADZE nye Israelmba dzii ahyɛmu no.", ""
"1KI.8.10", "Na ɔbaa dɛ, aber a asɔfo no fii bea krɔnkrɔn no do puei no, mununkum bɛhyɛɛ EWURADZE ne dan no ma,", ""
"1KI.8.11", "na mununkum no ntsi asɔfo no enntum enngyina annsom: osiandɛ nna EWURADZE n’enyimnyam ahyɛ EWURADZE ne dan no ma.", ""
"1KI.8.12", "Nna Solomon kaa dɛ, EWURADZE ase dɛ ɔbɛtsena sum kebii mu.", ""
"1KI.8.13", "Ampa mesi ɔdan ayɛ tsenabew ama wo, beebi a ebɛtsena hɔ daa.", ""
"1KI.8.14", "Na ɔhen no daan n’enyim, na ohyiraa Israel mboanofo no nyinara: na Israel mboanofo no nyinara gyinagyinaa tsentsen.", ""
"1KI.8.15", "Na ɔsee dɛ, Nhyira nka EWURADZE, Israel Nyankopɔn a ɔdze n’ano kasaa kyerɛɛ m’egya David, na ɔdze ne nsa ahyɛ no ma, dɛ,", ""
"1KI.8.16", "Ofitsi da a medze me man Israel fii Egypt bae no, mannsan mu ennyi kurow bi emmfi Israel ebusuakuw ebusuakuw nyinara mu dɛ wonsi dan, ama me dzin aatsena hɔ; mbom mesaan mu miyii David dɛ ɔnhwɛ me man Israel do.", ""
"1KI.8.17", "Afei ɔwɔ m’egya David n’akoma mu dɛ obesi dan ama EWURADZE, Israel Nyankopɔn no ne dzin.", ""
"1KI.8.18", "Na EWURADZE see m’egya David dɛ, Susuampa dɛ ɔwɔ w’akoma mu dɛ nkyɛ ibesi dan ama me dzin no, eyɛɛ no yie dɛ ɔwɔ w’akoma mu:", ""
"1KI.8.19", "naaso ɔwoara nnkesi dan no; na mbom wo ba a ofi w’asen mu bɛba no, ɔno na obesi dan no ama me dzin.", ""
"1KI.8.20", "Na EWURADZE ama n’asɛm a ɔkae no etsim; na masoɛr ahyɛ m’egya David n’ananmu, na metse Israel ahengua do, dɛ mbrɛ EWURADZE bɔɔ anohoba no, na mesi dan no ama EWURADZE, Israel Nyankopɔn no ne dzin.", ""
"1KI.8.21", "Na meyi hɔ beebi ama adaka no a EWURADZE ahyɛmu a ɔnye hɛn egyanom dzii, wɔ aber a ɔdze hɔn fi Egypt asaase do reba no wɔ mu no.", ""
"1KI.8.22", "Na Solomon gyinaa EWURADZE n’afɔrmbukyia no enyim wɔ Israel mboanofo no nyinara enyim, na ɔtserɛɛw ne nsamu wɔ sor:", ""
"1KI.8.23", "na ɔsee dɛ, EWURADZE, Israel Nyankopɔn, Onyankopɔn bi nnyi hɔ a ɔtse dɛ ɔwo, wɔ wimu, wɔ sor, anaa asaase do, wɔ famu: ɔwo a isie ahyɛmu na mbɔbɔrhu ma wo nkowaa a wɔdze hɔn akoma nyinara nantsew w’enyim:", ""
"1KI.8.24", "ɔwo a esie dza ebɔɔ anohoba maa w’akowaa m’egya David no ama no: nyew, ɔwo edze w’ano kae, na edze wo nsa ahyɛ no ma, dɛ mbrɛ ɔtse ndɛ da yi.", ""
"1KI.8.25", "Dɛm ntsi afei, EWURADZE, Israel Nyankopɔn, sie dza abɔ anohoba ama w’akowaa m’egya David no ma no dɛ, Nyimpa a ɔbɛtsena Israel ahengua do rommbɔ wo wɔ m’enyim; sɛ wo mba hwɛ hɔn kwan yie ara, dɛ wɔbɛnantsew m’enyim dɛ mbrɛ ɔwo nantseew m’enyim no a.", ""
"1KI.8.26", "Dɛm ntsi afei, Israel Nyankopɔn e, meserɛ wo, ma w’asɛm a ekaa kyerɛɛ w’akowaa m’egya David no ntsim.", ""
"1KI.8.27", "Na aso ampa dɛ Nyankopɔn bɛtsena asaase do? Hwɛ, ɔsor na ɔsor mu sor mpo nntum nnkora wo; na akantam ɔdan yi a mesi!", ""
"1KI.8.28", "Naaso EWURADZE me Nyankopɔn bu w’akowaa ne mpaabɔ, na no ntotɔserɛ bi, dɛ ibetsie w’akowaa ne nkekamu na ne mpaabɔ, a ɔrobɔ no wɔ w’enyim ndɛ da yi:", ""
"1KI.8.29", "dɛ w’enyi bobue wɔ ɔdan yi do adzesaa na adzekyee, mekyerɛ bea a ɔwoara ase dɛ, Me dzin bɛtsena hɔ no do: dɛ ibetsie mpaabɔ a w’akowaa robɔ akyerɛ bea yi do no.", ""
"1KI.8.30", "Na tsie w’akowaa, na wo man Israel ntotɔserɛ, aber a wɔrobɔ mpaa kyerɛ bea yi do: nyew, tsie no wɔ ɔsor wo tsenabea hɔ; na sɛ etse a, fa kyɛ:", ""
"1KI.8.31", "Sɛ nyimpa bi yɛ bɔn tsia ne nyɛnko, na ntam bɛda no do dɛ ɔka, na ɔba bɛka ntam wɔ w’afɔrmbukyia enyim wɔ fie yi mu a:", ""
"1KI.8.32", "ɔno ɔwoara tsie wɔ ɔsor, na yɛ, na bu wo nkowaa atsɛn, dɛ irubu ɔdzebɔnyɛnyi no fɔ, ma no kwan eebua nankasa n’etsifi: na irubu ɔtseneneenyi no bem, ama no dɛ mbrɛ ne ndzeyɛtsenenee tse.", ""
"1KI.8.33", "Sɛ wɔka wo man Israel gu wɔ atamfo enyim, osiandɛ wɔayɛ bɔn etsia wo ntsi; na sɛ wɔsan ba wo nkyɛn bio, na wɔbɔ wo dzin, na wɔbɔ wo mpaa na wɔtotɔ serɛ wo wɔ fie yi mu a:", ""
"1KI.8.34", "ɔno ɔwoara tsie wɔ ɔsor, na fa wo man Israel hɔn bɔn kyɛ hɔn, na fa hɔn bra asaase a ɔwoara dze maa hɔn egyanom no do bio.", ""
"1KI.8.35", "Sɛ wɔtow ɔsor mu, na nsu nntɔ, osiandɛ wɔayɛ bɔn etsia wo ntsi; sɛ wɔbɔ mpaa kyerɛ bea yi do, na wɔbɔ wo dzin, na wɔsan fi hɔn bɔn ho, dɛ ahaw hɔn ntsi a:", ""
