"NUM.30.1", "Na Moses kasaa kyerɛɛ Israelmba ebusuakuw ebusuakuw mu etsitsir no dɛ, Iyi nye adze a EWURADZE ahyɛ.", ""
"NUM.30.2", "Sɛ nyimpa bi bɔ EWURADZE anohoba, anaa ɔka ntam dze nkyehoma kyekyer ne kra a, mma ommbu n'asɛm do; ɔnyɛ dɛ mbrɛ dza ofi n'anomu nyinara tse.", ""
"NUM.30.3", "Eso sɛ ɔbaa bi bɔ anohoba ma EWURADZE, na ɔdze nkyehoma kyekyer noho wɔ n'egya fie, ne nkataasiaber mu;", ""
"NUM.30.4", "na n'egya tse n'anohoba, nye ne nkyehoma a ɔdze akyekyer ne kra, na n'egya ennsiw no kwam a: ɔno n'anohoba nyinara ntsim hɔ, na nkyehoma biara a ɔdze akyekyer ne kra no ntsim hɔ.", ""
"NUM.30.5", "Sɛ da a n'egya bɛtse no osiw no kwan dze a; ɔno n'anohoba, anaa ne nkyehoma a ɔdze akyekyer ne kra no mu biara rinntsim hɔ: na EWURADZE dze bɛkyɛ no, osiandɛ n'egya siiw no kwan.", ""
"NUM.30.6", "Na sɛ ɔwɔ kun, wɔ aber a n'anohoba, anaa n'anosɛm hurutuhurutu a ɔdze akyekyer ne kra no, wɔ no do no;", ""
"NUM.30.7", "na no kun tse, na da a ɔtsee no oennsiw no kwan a: ɔno n'anohoba no ntsim hɔ na ne nkyehoma a ɔdze akyekyer ne kra no ntsim hɔ.", ""
"NUM.30.8", "Sɛ no kun siw no kwan da a ɔtsee no dze a; ɔno ɔmma n'anohoba a ɔwɔ no do, nye n'anosɛm hurutuhurutu a ɔdze akyekyer ne kra no nyɛ kwa: na EWURADZE dze bɛkyɛr no.", ""
"NUM.30.9", "Na okunafo, anaa nyia woegyaa no awar no n'anohoba dze, mekyerɛ adze biara a ɔdze kyekyer ne kra no, otsim no do.", ""
"NUM.30.10", "Na sɛ ɔwɔ no kun fie na ɔbɔɔ anohoba, anaa ɔdze ntam dze nkyehoma kyekyeer ne kra,", ""
"NUM.30.11", "na no kun tsee, na ɔyɛɛ no komm, na oennsiw no kwan a; ɔno n'anohoba nyinara tsim hɔ, na nkyehoma biara a ɔdze akyekyer ne kra no tsim hɔ.", ""
"NUM.30.12", "Sɛ no kun no ma ɔyɛ kwa wɔ da a ɔtsee no dze a; ɔno biribiara a ofii n'anomu do wɔ n'anohoba ho, anaa ne kra nkyehoma ho no, rinntsim hɔ: no kun no ama ayɛ kwa; na EWURADZE dze bɛkyɛ no.", ""
"NUM.30.13", "Anohoba biara, nye ntam biara a wɔdze brɛ ɔkra adze no, no kun na ɔma otsintsim, anaa no kun na ɔma ɔyɛ kwa.", ""
"NUM.30.14", "Na sɛ no kun yɛ no komm koraa fi da to da a; ɔno otsintsim n'anohoba nyinara, anaa ne nkyehoma nyinara a ɔwɔ no do no: oetsintsim no, osiandɛ ɔyɛɛ no komm wɔ da a ɔtsee no.", ""
"NUM.30.15", "Sɛ ɔatse no ɔkyɛr ana ekyir no ɔama ayɛ kwa dze a; ɔno kun no nsoa yer no n'emumuyɛ.", ""
"NUM.30.16", "Iyinom nye ahyɛdze a EWURADZE hyɛɛ Moses dɛ ɔnda banyin nye ne yer ntamu, ɔnda egya nye ne babaa a ɔwɔ ne nkataasiaber mu, wɔ n'egya fie ntamu.", ""
